logicalId,remark,nameAlias,citizenship,address,regulation.regulationType,regulation.organisationType,regulation.numberTitle,regulation.publicationUrl,subjectType.code,subjectType.classificationCode,birthdate.logicalId,birthdate.regulationLanguage,birthdate.calendarType,birthdate.year,birthdate.place,birthdate.countryIso2Code,birthdate.countryDescription,birthdate.remark,nameAlias.logicalId,nameAlias.regulationLanguage,nameAlias.wholeName,nameAlias.function,nameAlias.title,nameAlias.strong,birthdate.circa,birthdate.city,birthdate,citizenship.logicalId,citizenship.regulationLanguage,citizenship.countryIso2Code,citizenship.countryDescription,nameAlias.firstName,nameAlias.lastName,birthdate.region,birthdate.yearRangeFrom,birthdate.yearRangeTo,nameAlias.middleName,address.logicalId,address.regulationLanguage,address.countryIso2Code,address.countryDescription,nameAlias.gender,address.city,address.street,birthdate.birthdate,birthdate.dayOfMonth,birthdate.monthOfYear,address.remark,address.region,address.place,citizenship.diplomatic,citizenship.knownExpired,citizenship.knownFalse,citizenship.reportedLost,citizenship.revokedByIssuer,citizenship.number,citizenship.identificationTypeCode,citizenship.identificationTypeDescription,citizenship.remark,nameAlias.remark,address.zipCode,citizenship.issueDate,regulation,unitedNationId,designationDetails,citizenship.validTo,citizenship.region,address.poBox
1003,,"[{'logicalId': '2103', 'regulationLanguage': 'en', 'firstName': 'Nurjaman', 'middleName': 'Riduan', 'lastName': 'Isamuddin', 'wholeName': 'Nurjaman Riduan Isamuddin', 'gender': 'M', 'strong': '1'}, {'logicalId': '2104', 'regulationLanguage': 'en', 'wholeName': 'Hambali', 'strong': '1'}, {'logicalId': '2105', 'regulationLanguage': 'en', 'wholeName': 'Nurjaman', 'strong': '1'}, {'logicalId': '2106', 'regulationLanguage': 'en', 'firstName': 'Nurjaman', 'middleName': 'Riduan', 'lastName': 'Isomuddin', 'wholeName': 'Nurjaman Riduan Isomuddin', 'strong': '1'}, {'logicalId': '2108', 'regulationLanguage': 'en', 'wholeName': 'Encep Nurjaman (birth name)', 'strong': '1'}, {'logicalId': '5795', 'regulationLanguage': 'en', 'wholeName': 'Hambali Bin Ending', 'strong': '1'}, {'logicalId': '5796', 'regulationLanguage': 'en', 'wholeName': 'Hambali Ending Hambali', 'strong': '1'}, {'logicalId': '5797', 'regulationLanguage': 'en', 'wholeName': 'Isamuddin Riduan', 'strong': '1'}, {'logicalId': '5798', 'regulationLanguage': 'en', 'wholeName': 'Isamudin Ridwan', 'strong': '1'}, {'logicalId': '5892', 'regulationLanguage': 'en', 'wholeName': 'Isomuddin, Nurjaman Riduan', 'strong': '1'}]",,,,,,,person,P,348,en,GREGORIAN,1964,,ID,INDONESIA,,,,,,,,,"Cianjur, West Java",,102,en,ID,INDONESIA,,,,,,,,,,,,,,1964-04-04,4,4,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1004,,"[{'logicalId': '2109', 'regulationLanguage': 'en', 'firstName': 'Mohamad Iqbal', 'lastName': 'Abdurrahman', 'wholeName': 'Mohamad Iqbal Abdurrahman', 'gender': 'M', 'strong': '1'}, {'logicalId': '2111', 'regulationLanguage': 'en', 'firstName': 'Mohamad Iqbal', 'lastName': 'Rahman', 'wholeName': 'Mohamad Iqbal Rahman', 'strong': '1'}, {'logicalId': '2112', 'regulationLanguage': 'en', 'firstName': 'Mohamad Iqbal', 'lastName': 'A Rahman', 'wholeName': 'Mohamad Iqbal A Rahman', 'strong': '1'}, {'logicalId': '2113', 'regulationLanguage': 'en', 'wholeName': 'Abu Jibril Abdurrahman', 'strong': '1'}, {'logicalId': '2114', 'regulationLanguage': 'en', 'wholeName': 'Fikiruddin Muqti', 'strong': '1'}, {'logicalId': '2115', 'regulationLanguage': 'en', 'wholeName': 'Fihiruddin Muqti', 'strong': '1'}, {'logicalId': '12734', 'regulationLanguage': 'en', 'firstName': 'Mohamad Iqbal', 'lastName': 'Abdul Rahman', 'wholeName': 'Mohamad Iqbal Abdul Rahman', 'strong': '1'}]","[{'logicalId': '103', 'regulationLanguage': 'en', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}, {'logicalId': '603', 'regulationLanguage': 'en', 'diplomatic': '0', 'knownExpired': '0', 'knownFalse': '0', 'reportedLost': '0', 'revokedByIssuer': '0', 'number': '3603251708570001', 'identificationTypeCode': 'id', 'identificationTypeDescription': 'National identification card', 'countryIso2Code': '00', 'countryDescription': 'UNKNOWN', 'remark': 'no: (national identification number)'}]",,,,,,person,P,,,,,,,,,,,,,,,,,"[{'logicalId': '349', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'city': 'Tirpas-Selong Village, East Lombok', 'birthdate': '1958-08-17', 'dayOfMonth': '17', 'monthOfYear': '8', 'year': '1958', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}, {'logicalId': '1618', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'birthdate': '1957-08-17', 'dayOfMonth': '17', 'monthOfYear': '8', 'year': '1957', 'countryIso2Code': '00', 'countryDescription': 'UNKNOWN'}, {'logicalId': '1619', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'city': 'Korleko-Lombok Timur', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}]",,,,,,,,,,,1924,en,ID,INDONESIA,,Tangerang,"Jalan Nakula, Komplek Witana Harja III Blok C 106-107",,,,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1016,,"[{'logicalId': '2190', 'regulationLanguage': 'en', 'firstName': 'Mehrez', 'middleName': 'Ben Mahmoud Ben Sassi', 'lastName': 'Al-Amdouni', 'wholeName': 'Mehrez Ben Mahmoud Ben Sassi Al-Amdouni', 'gender': 'M', 'strong': '1'}, {'logicalId': '2191', 'regulationLanguage': 'en', 'firstName': 'Fabio', 'lastName': 'Fusco', 'wholeName': 'Fabio Fusco', 'strong': '1'}, {'logicalId': '2192', 'regulationLanguage': 'en', 'wholeName': 'Mohamed Hassan', 'strong': '1'}, {'logicalId': '2193', 'regulationLanguage': 'en', 'wholeName': 'Abu Thale', 'strong': '1'}, {'logicalId': '12578', 'regulationLanguage': 'en', 'wholeName': 'Meherez Hamdouni', 'strong': '1'}, {'logicalId': '12579', 'regulationLanguage': 'en', 'wholeName': 'Amdouni Mehrez ben Tah', 'strong': '1'}, {'logicalId': '12580', 'regulationLanguage': 'en', 'wholeName': 'Meherez ben Ahdoud ben Amdouni', 'strong': '1'}]","[{'logicalId': '292', 'regulationLanguage': 'en', 'countryIso2Code': 'TN', 'countryDescription': 'TUNISIA'}, {'logicalId': '151', 'regulationLanguage': 'en', 'diplomatic': '0', 'knownExpired': '0', 'knownFalse': '0', 'reportedLost': '0', 'revokedByIssuer': '0', 'number': 'G737411', 'identificationTypeCode': 'passport', 'identificationTypeDescription': 'National passport', 'countryIso2Code': 'TN', 'countryDescription': 'TUNISIA'}]",,,,,,person,P,,,,,,,,,,,,,,,,,"[{'logicalId': '354', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'city': 'Asima-Tunis', 'birthdate': '1969-12-18', 'dayOfMonth': '18', 'monthOfYear': '12', 'year': '1969', 'countryIso2Code': 'TN', 'countryDescription': 'TUNISIA'}, {'logicalId': '1583', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'city': 'Naples / Napoli', 'birthdate': '1968-05-25', 'dayOfMonth': '25', 'monthOfYear': '5', 'year': '1968', 'countryIso2Code': 'IT', 'countryDescription': 'ITALY'}, {'logicalId': '1584', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'birthdate': '1968-05-25', 'dayOfMonth': '25', 'monthOfYear': '5', 'year': '1968', 'countryIso2Code': 'DZ', 'countryDescription': 'ALGERIA'}, {'logicalId': '1585', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'birthdate': '1969-07-14', 'dayOfMonth': '14', 'monthOfYear': '7', 'year': '1969', 'countryIso2Code': 'TN', 'countryDescription': 'TUNISIA'}, {'logicalId': '1614', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'birthdate': '1968-12-18', 'dayOfMonth': '18', 'monthOfYear': '12', 'year': '1968', 'countryIso2Code': 'TN', 'countryDescription': 'TUNISIA'}]",,,,,,,,,,,1907,en,IT,ITALY,,,,,,,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1019,In custody in France as of May 2004.,"[{'logicalId': '2198', 'regulationLanguage': 'en', 'firstName': 'Lionel', 'lastName': 'Dumont', 'wholeName': 'Lionel Dumont', 'gender': 'M', 'strong': '1'}, {'logicalId': '2199', 'regulationLanguage': 'en', 'wholeName': 'Bilal', 'strong': '1'}, {'logicalId': '2200', 'regulationLanguage': 'en', 'wholeName': 'Abu Hamza', 'strong': '1'}, {'logicalId': '2201', 'regulationLanguage': 'en', 'firstName': 'Jacques', 'lastName': 'Brougere', 'wholeName': 'Jacques Brougere', 'strong': '1'}, {'logicalId': '3607', 'regulationLanguage': 'en', 'wholeName': 'Di Karlo Antonio', 'strong': '1'}, {'logicalId': '3608', 'regulationLanguage': 'en', 'wholeName': 'Merlin Oliver Christian Rene', 'strong': '1'}, {'logicalId': '3609', 'regulationLanguage': 'en', 'wholeName': 'Arfauni Imad Ben Yousset Hamza', 'strong': '1'}, {'logicalId': '3610', 'regulationLanguage': 'en', 'wholeName': 'Imam Ben Yussuf Arfaj', 'strong': '1'}, {'logicalId': '5785', 'regulationLanguage': 'en', 'wholeName': 'Abou Hamza', 'strong': '1'}, {'logicalId': '5786', 'regulationLanguage': 'en', 'wholeName': 'Arfauni Imad', 'strong': '1'}, {'logicalId': '5787', 'regulationLanguage': 'en', 'wholeName': 'Hamza', 'strong': '1'}, {'logicalId': '5788', 'regulationLanguage': 'en', 'wholeName': 'Koumkal', 'strong': '1'}, {'logicalId': '5789', 'regulationLanguage': 'en', 'wholeName': 'Kumkal', 'strong': '1'}, {'logicalId': '5790', 'regulationLanguage': 'en', 'wholeName': 'Merlin', 'strong': '1'}, {'logicalId': '5791', 'regulationLanguage': 'en', 'wholeName': 'Tinet', 'strong': '1'}, {'logicalId': '5792', 'regulationLanguage': 'en', 'wholeName': 'Brugere', 'strong': '1'}, {'logicalId': '5793', 'regulationLanguage': 'en', 'wholeName': 'Dimon', 'strong': '1'}]",,,,,,,person,P,902,en,GREGORIAN,1971,,FR,FRANCE,,,,,,,,,Roubaix,,562,en,FR,FRANCE,,,,,,,1577,en,FR,FRANCE,,,,1971-01-29,29,1,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1037,,,"[{'logicalId': '109', 'regulationLanguage': 'en', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}, {'logicalId': '869', 'regulationLanguage': 'en', 'diplomatic': '0', 'knownExpired': '0', 'knownFalse': '0', 'reportedLost': '0', 'revokedByIssuer': '0', 'number': 'XD253038', 'identificationTypeCode': 'travelcardid', 'identificationTypeDescription': 'Temporary Travel Document', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA', 'remark': '(indonesian travel document number)'}]",,,,,,person,P,373,en,GREGORIAN,1964,,ID,INDONESIA,,2274,en,Agus Dwikarna,,,1,,"Makassar, South Sulawesi",,,,,,Agus,Dwikarna,,,,,,,,,M,,,1964-08-11,11,8,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1040,,"[{'logicalId': '2284', 'regulationLanguage': 'en', 'firstName': 'Salim Y Salamuddin', 'lastName': 'JULKIPLI', 'wholeName': 'Salim Y Salamuddin JULKIPLI', 'gender': 'M', 'strong': '1'}, {'logicalId': '2285', 'regulationLanguage': 'en', 'wholeName': 'Kipli Sali', 'strong': '1'}, {'logicalId': '2286', 'regulationLanguage': 'en', 'wholeName': 'Julkipli Salim', 'strong': '1'}]",,,,,,,person,P,377,en,GREGORIAN,1967,,PH,PHILIPPINES,,,,,,,,,"Tulay, Jolo Sulu",,555,en,PH,PHILIPPINES,,,,,,,,,,,,,,1967-06-20,20,6,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1064,,,,,,,,,person,P,,,,,,,,,2294,en,Aris Munandar,,,1,,,"[{'logicalId': '382', 'regulationLanguage': 'en', 'circa': '1', 'calendarType': 'GREGORIAN', 'city': 'Sambi, Boyolali, Java', 'yearRangeFrom': '1962', 'yearRangeTo': '1968', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}, {'logicalId': '835', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'city': 'Sambi, Boyolali, Java', 'birthdate': '1971-01-01', 'dayOfMonth': '1', 'monthOfYear': '1', 'year': '1971', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}]",834,en,ID,INDONESIA,Aris,Munandar,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1065,,"[{'logicalId': '2295', 'regulationLanguage': 'en', 'firstName': 'Abdul Hakim', 'lastName': 'MURAD', 'wholeName': 'Abdul Hakim MURAD', 'gender': 'M', 'strong': '1'}, {'logicalId': '2296', 'regulationLanguage': 'en', 'firstName': 'Abdul Hakim Hasim', 'lastName': 'Murad', 'wholeName': 'Abdul Hakim Hasim Murad', 'strong': '1'}, {'logicalId': '2297', 'regulationLanguage': 'en', 'firstName': 'Abdul Hakim Ali Hashim', 'lastName': 'Murad', 'wholeName': 'Abdul Hakim Ali Hashim Murad', 'strong': '1'}, {'logicalId': '2299', 'regulationLanguage': 'en', 'wholeName': 'Saeed Akman', 'strong': '1'}, {'logicalId': '2300', 'regulationLanguage': 'en', 'wholeName': 'Saeed Ahmed', 'strong': '1'}, {'logicalId': '12595', 'regulationLanguage': 'en', 'firstName': 'Abdul Hakim Ali al-Hashem', 'lastName': 'Murad', 'wholeName': 'Abdul Hakim Ali al-Hashem Murad', 'strong': '1'}, {'logicalId': '12596', 'regulationLanguage': 'en', 'firstName': 'Abdul Hakim al Hashim', 'lastName': 'Murad', 'wholeName': 'Abdul Hakim al Hashim Murad', 'strong': '1'}]","[{'logicalId': '116', 'regulationLanguage': 'en', 'countryIso2Code': 'PK', 'countryDescription': 'PAKISTAN'}, {'logicalId': '596', 'regulationLanguage': 'en', 'diplomatic': '0', 'knownExpired': '0', 'knownFalse': '0', 'reportedLost': '0', 'revokedByIssuer': '0', 'number': '665334', 'identificationTypeCode': 'passport', 'identificationTypeDescription': 'National passport', 'countryIso2Code': 'PK', 'countryDescription': 'PAKISTAN', 'remark': '(pakistani passport issued in kuwait)'}, {'logicalId': '597', 'regulationLanguage': 'en', 'diplomatic': '0', 'knownExpired': '1', 'knownFalse': '0', 'reportedLost': '0', 'revokedByIssuer': '0', 'number': '917739', 'identificationTypeCode': 'passport', 'identificationTypeDescription': 'National passport', 'countryIso2Code': 'PK', 'countryDescription': 'PAKISTAN', 'remark': 'pakistani passport issued in pakistan on 1991-09-08, expired on 1996-08-07'}]",,,,,,person,P,1591,en,GREGORIAN,1968,,KW,KUWAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968-04-11,11,4,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1067,,"[{'logicalId': '2310', 'regulationLanguage': 'en', 'firstName': 'Parlindungan', 'lastName': 'SIREGAR', 'wholeName': 'Parlindungan SIREGAR', 'gender': 'M', 'strong': '1'}, {'logicalId': '2312', 'regulationLanguage': 'en', 'firstName': 'Parlin', 'lastName': 'Siregar', 'wholeName': 'Parlin Siregar', 'strong': '1'}, {'logicalId': '2313', 'regulationLanguage': 'en', 'firstName': 'Saleh Parlindungan', 'lastName': 'Siregar', 'wholeName': 'Saleh Parlindungan Siregar', 'strong': '1'}]",,,,,,,person,P,,,,,,,,,,,,,,,,,"[{'logicalId': '385', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'birthdate': '1957-04-25', 'dayOfMonth': '25', 'monthOfYear': '4', 'year': '1957', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}, {'logicalId': '386', 'regulationLanguage': 'en', 'calendarType': 'GREGORIAN', 'birthdate': '1967-04-25', 'dayOfMonth': '25', 'monthOfYear': '4', 'year': '1967', 'countryIso2Code': 'ID', 'countryDescription': 'INDONESIA'}]",117,en,ID,INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
1071,Date of listing: 9.9.2003,"[{'logicalId': '2330', 'regulationLanguage': 'en', 'firstName': 'Mukhlis', 'lastName': 'Yunos', 'wholeName': 'Mukhlis Yunos', 'gender': 'M', 'strong': '1'}, {'logicalId': '2331', 'regulationLanguage': 'en', 'firstName': 'Muklis', 'lastName': 'Yunos', 'wholeName': 'Muklis Yunos', 'strong': '1'}, {'logicalId': '2332', 'regulationLanguage': 'en', 'firstName': 'Saifullah', 'middleName': 'Mukhlis', 'lastName': 'Yunos', 'wholeName': 'Saifullah Mukhlis Yunos', 'strong': '1'}, {'logicalId': '7359', 'regulationLanguage': 'en', 'firstName': 'Saifulla', 'middleName': 'Moklis', 'lastName': 'Yunos', 'wholeName': 'Saifulla Moklis Yunos', 'strong': '1'}, {'logicalId': '7360', 'regulationLanguage': 'en', 'wholeName': 'Hadji Onos', 'strong': '1'}, {'logicalId': '7480', 'regulationLanguage': 'en', 'firstName': 'Yunos', 'middleName': 'Umpara', 'lastName': 'Moklis', 'wholeName': 'Yunos Umpara Moklis', 'strong': '1'}]",,,,,,,person,P,390,en,GREGORIAN,1966,,PH,PHILIPPINES,,,,,,,,,Lanao del Sur,,685,en,PH,PHILIPPINES,,,,,,,1913,en,PH,PHILIPPINES,,,,1966-07-07,7,7,,,,,,,,,,,,,,,,"[{'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': ""Council Decision concerning restrictive measures against ISIL (Da'esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them and repealing Common Position 2002/402/CFSP"", 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02016D1693-20220530'}, {'regulationType': 'council decision', 'organisationType': 'council', 'numberTitle': 'Council Decision concerning restrictive measures against ISIL (Da’esh) and Al-Qaeda and persons, groups, undertakings and entities associated with them', 'publicationUrl': 'https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.LI.2022.164.01.0004.01.ENG&toc=OJ%3AL%3A2022%3A164I%3ATOC'}]",,,,,
